,rho,p,adjusted_p,class
Nfu_g_1_001324,0.509901951359279,0.00921691803043164,0.0841755214410572,Old-Biased
Nfu_g_1_001337,0.63933860055048,0.000580143072376225,0.0174201142550788,Old-Biased
Nfu_g_1_001398,0.670717182172589,0.000243212574757197,0.0111573768669864,Old-Biased
Nfu_g_1_001444,0.670717182172589,0.000243212574757197,0.0111573768669864,Old-Biased
Nfu_g_1_001483,0.725629700011281,4.04496157488806e-05,0.00455471866426884,Old-Biased
Nfu_g_1_001508,0.651105568658771,0.000423546815197896,0.0145222331896054,Old-Biased
Nfu_g_1_001650,0.655027891361535,0.000380256222132649,0.0139554033522682,Old-Biased
Nfu_g_1_001771,0.611882341631134,0.00115234937725538,0.0255450335105675,Old-Biased
Nfu_g_1_001779,0.588348405414552,0.00197812334892898,0.0347539437314491,Old-Biased
Nfu_g_1_001781,0.553047501089679,0.0041386714192597,0.0531907848163999,Old-Biased
Nfu_g_1_001794,0.517746596764806,0.00802851249004288,0.0773124686723371,Old-Biased
Nfu_g_1_001796,0.631493955144953,0.000710487383607643,0.0192882725593648,Old-Biased
Nfu_g_1_001839,0.592270728117316,0.00181290659433958,0.0328411178122686,Old-Biased
Nfu_g_1_001846,0.545202855684152,0.00482478416480447,0.0579500439867242,Old-Biased
Nfu_g_1_001864,0.721707377308517,4.66106725506197e-05,0.00491345908834139,Old-Biased
Nfu_g_1_001947,0.600115373522843,0.00151763370081223,0.0298970821895594,Old-Biased
Nfu_g_1_001978,0.56481446919797,0.00326502791445585,0.0462188022919186,Old-Biased
Nfu_g_1_002033,0.531576962394747,0.00624452330679604,0.0676991044278359,Old-Biased
Nfu_g_1_002051,0.600115373522843,0.00151763370081223,0.0298970821895594,Old-Biased
Nfu_g_1_002143,0.517746596764806,0.00802851249004288,0.0773124686723371,Old-Biased
Nfu_g_1_002171,0.63933860055048,0.000580143072376225,0.0174201142550788,Old-Biased
Nfu_g_1_002218,0.556969823792443,0.0038278026598372,0.0503714429698895,Old-Biased
Nfu_g_1_002238,0.655027891361535,0.000380256222132649,0.0139554033522682,Old-Biased
Nfu_g_1_002301,0.537358210278624,0.00560441418375144,0.0631787714980581,Old-Biased
Nfu_g_1_002333,0.505979628656515,0.00986389635924509,0.0871135018037073,Old-Biased
Nfu_g_1_002345,0.517746596764806,0.00802851249004288,0.0773124686723371,Old-Biased
Nfu_g_1_002393,0.553047501089679,0.0041386714192597,0.0531907848163999,Old-Biased
Nfu_g_1_002402,0.68248415028088,0.000170939062580016,0.00930678665442518,Old-Biased
Nfu_g_1_002443,0.56481446919797,0.00326502791445585,0.0462188022919186,Old-Biased
Nfu_g_1_002503,0.509901951359279,0.00921691803043164,0.0841755214410572,Old-Biased
Nfu_g_1_002514,0.631493955144953,0.000710487383607643,0.0192882725593648,Old-Biased
Nfu_g_1_002545,0.600115373522843,0.00151763370081223,0.0298970821895594,Old-Biased
Nfu_g_1_002553,0.60796001892837,0.00126462151263413,0.0270067555359732,Old-Biased
Nfu_g_1_002582,0.690328795686408,0.000133928965511685,0.00789941737651954,Old-Biased
Nfu_g_1_002636,0.541697383665413,0.00516104497463137,0.0605754631727302,Old-Biased
Nfu_g_1_002655,0.635416277847716,0.000642456892150574,0.0183461249115851,Old-Biased
Nfu_g_1_002688,0.529513564873097,0.00648735270484073,0.0679526193998592,Old-Biased
Nfu_g_1_002810,0.529513564873097,0.00648735270484073,0.0679526193998592,Old-Biased
Nfu_g_1_002812,0.502057305953751,0.0105481500555574,0.0904949081389767,Old-Biased
Nfu_g_1_002860,0.505979628656515,0.00986389635924509,0.0871135018037073,Old-Biased
Nfu_g_1_002979,0.560892146495206,0.00353693583478439,0.0483413754301773,Old-Biased
Nfu_g_1_003019,0.604037696225607,0.00138617552898671,0.0286158610765194,Old-Biased
Nfu_g_1_003082,0.643260923253244,0.000523139043778044,0.0164043822303691,Old-Biased
Nfu_g_1_003093,0.52166891946757,0.00748405266116143,0.0742337115309796,Old-Biased
Nfu_g_1_003244,0.556969823792443,0.0038278026598372,0.0503714429698895,Old-Biased
Nfu_g_1_003314,0.580503760009025,0.00234747104401284,0.0386396853407364,Old-Biased
Nfu_g_1_003397,0.549125178386915,0.00447062450416546,0.0550303331823299,Old-Biased
Nfu_g_1_003401,0.611882341631134,0.00115234937725538,0.0255450335105675,Old-Biased
Nfu_g_1_003454,0.525591242170333,0.00697080312704994,0.0707722215019855,Old-Biased
Nfu_g_1_003499,0.635416277847716,0.000642456892150574,0.0183461249115851,Old-Biased
Nfu_g_1_003514,0.560892146495206,0.00353693583478439,0.0483413754301773,Old-Biased
Nfu_g_1_003519,0.611882341631134,0.00115234937725538,0.0255450335105675,Old-Biased
